Social Behaviour,ConflictResolution,MoralAlignment,Intelligence,Ambition,Loyalty,Leadership,RiskTaker,SenseOfHumor,Curiosity,Adaptibility,Cunning,Patience,House
['Extrovert'],['Confrontational'],['Idealist'],5.64,8.68,8.8,6.07,9.76,9.01,7.48,8.25,5.66,4.93,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],5.99,9.76,8.74,8.06,8.05,4.35,8.65,9.94,8.43,7.0,Slytherin
['Introvert'],['Avoidant'],['Idealist'],9.78,4.21,7.45,3.54,3.04,5.12,8.33,7.33,6.69,7.77,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.79,2.07,9.92,3.95,1.5,7.87,4.47,8.94,2.97,9.88,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.59,8.85,9.28,6.02,8.13,8.18,5.82,8.56,4.08,5.83,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.55,9.14,0.2,7.25,9.99,3.57,8.46,8.29,9.75,7.27,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.62,5.54,7.25,4.8,5.63,5.33,9.91,7.67,5.26,7.62,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.17,2.82,8.28,2.67,3.0,8.61,5.06,6.36,2.27,9.66,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.94,9.54,6.89,9.62,9.67,8.79,5.59,7.49,5.01,5.67,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.15,9.07,3.74,7.93,9.07,4.37,6.36,8.88,9.47,6.83,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.95,4.29,8.07,4.57,4.31,6.15,9.99,8.58,5.01,7.37,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.62,0.55,8.83,5.87,4.27,8.61,4.38,5.53,2.9,9.94,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.1,8.0,7.78,9.62,8.76,8.68,5.2,7.07,5.0,5.57,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.54,9.48,3.49,9.46,7.78,3.03,8.54,8.13,8.5,7.94,Slytherin
['Introvert'],['Avoidant'],['Opportunist'],9.07,5.77,6.04,5.96,3.77,5.26,8.3,8.01,6.18,7.66,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.76,1.41,9.0,4.07,4.83,6.8,4.79,5.97,2.55,9.4,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.61,9.68,8.42,5.23,7.55,7.37,5.94,6.61,4.13,4.87,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.22,9.3,5.85,7.14,9.93,4.66,8.9,9.14,9.53,7.4,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.09,3.56,8.93,5.0,3.1,6.48,8.94,8.66,6.8,7.34,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.48,6.61,9.37,0.59,0.67,6.91,5.07,7.89,2.02,9.8,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.35,7.95,7.63,6.95,8.83,8.03,7.64,8.53,5.85,4.03,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.78,9.15,9.7,9.49,7.78,3.51,7.79,9.86,8.1,6.04,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.98,3.53,5.78,5.33,4.19,6.38,8.23,8.81,6.84,7.9,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.01,5.48,8.12,3.72,4.16,7.56,6.84,5.92,2.51,9.62,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.27,9.13,7.45,6.11,7.7,8.67,7.34,7.41,4.1,4.0,Gryffindor
['Ambivert'],['Mediator'],['Realist'],8.07,9.58,4.27,9.42,9.4,5.92,7.44,8.98,9.79,6.68,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.27,3.25,8.8,4.88,5.67,4.74,9.41,7.45,5.03,7.22,Ravenclaw
['Introvert'],['Mediator'],['Idealist'],3.09,1.26,9.65,4.22,0.99,7.36,4.21,5.32,3.56,9.5,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.07,9.16,8.13,5.87,9.18,9.83,6.08,8.5,4.21,5.25,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.38,9.37,4.31,8.94,8.35,4.92,6.53,9.64,9.66,6.22,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.21,3.54,8.91,3.97,4.27,5.73,9.19,7.43,6.62,7.49,Ravenclaw
['Ambivert'],['Avoidant'],['Realist'],3.72,6.3,9.2,2.72,0.33,7.09,6.57,8.33,3.54,9.81,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.57,7.43,8.31,8.63,9.32,7.62,5.26,8.18,4.34,4.32,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.58,9.49,7.63,9.3,8.27,5.12,8.01,8.77,9.43,7.11,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.2,3.98,6.05,3.6,3.34,4.35,8.86,8.14,6.24,7.51,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.97,3.06,9.35,2.88,5.97,7.75,5.49,6.43,3.36,9.11,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.41,9.57,8.97,7.28,9.71,8.44,6.71,7.7,5.33,5.11,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.98,9.78,6.27,7.74,9.88,5.35,7.3,8.63,8.39,7.79,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.86,5.88,7.14,5.98,4.22,4.52,8.25,7.29,6.44,7.88,Ravenclaw
['Introvert'],['Mediator'],['Idealist'],5.53,3.82,8.1,2.88,2.14,7.2,5.11,5.41,2.16,9.55,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.15,8.82,9.95,7.85,10.0,9.05,5.61,8.53,5.92,4.65,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.98,9.72,4.38,8.82,8.97,5.86,6.58,8.21,8.32,6.57,Slytherin
['Introvert'],['Avoidant'],['Opportunist'],8.0,3.96,9.41,5.39,5.15,6.52,9.08,7.11,5.04,7.59,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.23,6.09,9.38,3.27,4.45,8.24,6.63,6.27,3.61,9.31,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.66,8.58,6.25,8.42,9.47,7.17,6.78,8.86,4.76,4.47,Gryffindor
['Ambivert'],['Avoidant'],['Opportunist'],8.31,9.58,2.39,7.28,9.08,5.33,7.0,8.29,8.67,7.23,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.87,4.57,5.54,5.66,5.31,7.76,8.35,8.4,6.87,7.06,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.42,1.32,9.81,3.22,5.71,8.42,6.74,5.95,2.19,9.04,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.49,7.4,6.04,5.05,8.41,9.28,7.41,8.7,4.84,5.62,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.69,9.18,3.32,9.45,9.73,5.17,7.7,8.09,8.06,6.64,Slytherin
['Ambivert'],['Mediator'],['Realist'],8.91,3.27,5.96,5.04,3.67,7.82,9.32,8.66,6.63,7.52,Ravenclaw
['Ambivert'],['Avoidant'],['Realist'],2.1,1.28,9.85,2.07,0.74,8.47,6.82,5.94,3.96,9.21,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.95,9.61,8.14,8.26,9.61,8.97,6.64,7.44,5.36,4.5,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.61,9.21,7.08,8.59,9.08,5.19,8.01,8.95,9.65,7.43,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.97,5.01,7.98,3.34,3.66,7.72,8.55,8.4,6.22,7.28,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.68,0.61,9.93,3.03,5.77,6.98,6.84,6.54,3.04,9.82,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.42,8.21,6.22,7.8,7.27,7.03,6.72,6.01,4.86,4.7,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.35,9.07,3.32,9.99,8.63,4.05,7.34,9.08,9.45,7.73,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.98,3.33,6.61,3.2,5.74,5.97,9.64,7.89,6.83,7.78,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.14,3.87,9.99,0.41,0.02,8.41,6.93,8.87,3.72,9.96,Hufflepuff
['Ambivert'],['Confrontational'],['Idealist'],9.78,9.35,8.6,6.95,7.25,8.21,7.3,8.51,5.44,5.48,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.16,9.31,1.45,7.65,8.18,4.77,8.54,9.2,8.36,6.06,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.88,6.81,9.76,3.72,3.63,5.84,9.43,7.48,6.77,7.96,Ravenclaw
['Ambivert'],['Avoidant'],['Realist'],1.8,6.86,8.2,5.68,3.19,6.68,6.33,7.95,3.21,9.3,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.96,8.97,7.98,5.5,7.04,9.06,7.59,6.65,5.28,5.94,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.55,9.22,6.01,9.47,8.37,3.38,7.08,9.99,9.87,7.26,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.82,6.98,5.75,5.47,4.77,7.3,8.79,8.32,5.97,7.43,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.64,6.67,9.5,0.99,5.31,7.04,5.64,5.22,3.22,9.18,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.98,7.18,9.95,7.0,8.14,9.95,7.9,7.18,4.81,5.29,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.42,9.93,1.64,8.08,9.03,4.61,8.31,8.79,9.75,6.69,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.78,7.46,9.56,4.87,4.13,4.52,9.05,8.3,6.73,7.41,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.98,3.56,8.86,2.79,2.02,8.17,4.57,5.15,2.67,9.69,Hufflepuff
['Introvert'],['Confrontational'],['Idealist'],8.9,7.79,6.0,6.74,9.54,8.14,7.09,7.9,5.43,5.19,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.38,9.12,7.69,7.56,9.0,3.99,7.71,9.27,8.03,6.92,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.51,5.16,7.12,4.57,4.96,6.65,8.38,7.81,6.51,7.53,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],5.03,2.22,8.93,0.0,5.96,7.67,5.45,6.36,3.01,9.31,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.25,7.86,8.21,7.23,8.6,8.76,7.09,7.6,4.48,4.84,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.7,9.2,5.96,7.3,8.06,5.87,8.24,8.65,9.22,7.58,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.91,4.05,7.18,4.62,5.82,6.02,8.1,8.17,6.94,8.0,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.67,6.19,9.06,2.53,1.11,6.4,4.78,5.82,2.86,9.06,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.3,9.9,8.83,6.43,9.73,9.68,7.6,7.02,4.23,5.26,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.94,9.52,9.15,8.6,9.65,3.26,6.17,8.27,9.17,7.1,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.45,6.6,5.33,5.34,3.77,7.27,8.08,8.58,5.1,7.54,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.71,4.75,9.24,5.0,3.08,8.22,4.06,7.7,3.82,9.09,Hufflepuff
['Ambivert'],['Confrontational'],['Idealist'],6.17,7.79,6.78,8.35,7.89,8.31,5.37,7.19,5.88,5.74,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],9.38,9.97,8.77,8.15,8.0,5.84,6.54,8.15,8.87,6.96,Slytherin
['Ambivert'],['Avoidant'],['Realist'],8.29,4.76,5.86,3.61,4.33,6.97,9.21,7.85,6.51,7.37,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.16,4.82,8.92,2.93,3.6,6.38,5.56,8.11,2.71,9.75,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.37,7.36,7.81,5.46,8.32,8.98,7.74,8.28,5.25,4.81,Gryffindor
['Ambivert'],['Confrontational'],['Opportunist'],8.12,9.41,9.9,8.44,9.74,5.0,7.31,8.64,8.03,6.93,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.95,7.71,8.4,5.72,5.73,7.32,8.88,7.03,5.82,8.0,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.77,1.99,8.7,5.07,3.55,8.09,6.13,5.81,3.87,9.14,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.32,8.55,6.51,8.83,7.84,8.21,5.95,8.78,5.56,4.69,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.45,9.98,8.88,9.34,9.17,5.28,6.04,8.96,9.68,6.83,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.3,7.91,6.44,5.13,4.41,5.02,8.59,7.3,6.6,7.62,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.9,6.47,8.96,4.84,4.1,8.12,6.21,6.42,3.12,9.3,Hufflepuff
['Extrovert'],['Confrontational'],['Opportunist'],6.04,7.6,7.86,9.71,7.06,9.89,5.05,8.0,4.38,5.75,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.49,9.68,8.89,8.23,8.85,4.7,8.06,8.57,9.36,6.7,Slytherin
['Introvert'],['Avoidant'],['Opportunist'],8.6,3.39,5.49,5.97,4.18,5.28,8.02,7.86,6.77,7.25,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.46,2.05,9.98,0.47,0.78,7.16,6.25,5.93,3.71,9.17,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.3,7.95,7.76,6.2,9.82,9.96,5.1,8.38,5.37,5.05,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.33,9.81,0.19,7.75,7.09,4.13,8.16,9.89,8.13,6.11,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.59,6.08,9.62,3.77,3.85,5.64,9.76,7.14,6.44,7.34,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.29,2.6,9.08,1.79,5.76,6.16,6.64,5.04,2.99,9.19,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.73,7.72,9.19,7.89,9.54,7.3,6.73,7.66,5.7,4.88,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.28,9.39,0.75,8.66,9.84,4.34,7.0,9.05,8.4,7.53,Slytherin
['Introvert'],['Mediator'],['Realist'],8.74,4.04,8.02,5.74,3.76,4.05,9.02,8.2,6.68,7.76,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.25,0.3,9.73,1.74,0.27,8.93,5.89,7.76,2.37,9.61,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.08,8.43,9.23,8.49,8.83,8.41,7.78,7.09,5.78,4.9,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],6.95,9.81,7.52,8.44,8.28,3.7,8.37,9.52,8.87,7.05,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.74,4.98,6.04,5.71,3.2,6.32,9.38,7.6,5.22,7.17,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],1.83,0.91,9.05,4.16,2.5,6.73,6.38,8.35,3.22,9.49,Hufflepuff
['Ambivert'],['Mediator'],['Idealist'],6.72,8.73,8.87,8.78,7.95,7.46,7.2,7.86,4.39,4.52,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.95,9.02,1.68,8.46,8.99,3.96,6.92,8.86,8.65,7.65,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.37,5.52,5.64,3.69,5.38,4.46,8.62,8.97,6.35,7.04,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.59,6.37,8.22,2.96,3.51,7.73,4.23,8.23,2.07,9.91,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.15,8.15,7.68,6.64,9.95,9.86,7.64,7.51,5.98,5.29,Gryffindor
['Ambivert'],['Confrontational'],['Opportunist'],8.61,9.93,1.61,7.14,9.05,4.6,6.89,9.63,8.66,6.02,Slytherin
['Introvert'],['Confrontational'],['Opportunist'],8.61,7.09,7.59,4.59,4.53,6.12,9.29,8.68,6.94,7.66,Ravenclaw
['Extrovert'],['Mediator'],['Realist'],3.26,4.24,8.38,1.68,3.44,8.31,4.87,5.46,2.66,9.17,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.38,8.88,7.85,5.73,9.36,7.83,7.25,7.13,5.7,4.05,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.6,9.86,3.92,9.96,8.95,3.8,6.66,9.16,8.55,7.78,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.29,4.83,8.66,4.41,4.62,4.63,8.79,7.86,5.82,7.54,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.6,5.33,9.91,3.76,1.07,6.13,6.22,8.21,3.79,9.39,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],8.96,9.62,7.77,6.15,8.44,8.96,7.16,7.64,4.82,4.18,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.05,9.44,2.64,8.15,7.72,3.53,8.09,8.77,8.04,7.63,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.4,3.86,8.31,5.29,4.0,7.91,8.49,8.46,6.57,7.01,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.52,2.66,8.78,4.55,2.68,6.98,6.46,8.06,3.71,9.63,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.19,7.49,6.08,7.07,8.73,9.71,5.31,7.44,4.78,5.0,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.17,9.13,3.38,9.04,8.39,3.77,6.67,9.36,9.94,7.9,Slytherin
['Introvert'],['Confrontational'],['Realist'],9.12,6.94,6.4,5.23,3.87,4.44,8.44,7.82,6.77,7.47,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.62,1.6,8.24,1.95,5.04,7.58,6.19,7.42,3.23,9.55,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.39,8.78,9.39,6.01,9.37,9.92,5.17,7.01,4.25,4.17,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.34,9.5,6.57,8.04,9.03,4.22,8.84,8.59,8.34,6.04,Slytherin
['Introvert'],['Mediator'],['Realist'],9.8,7.84,6.46,4.99,5.98,7.42,9.03,7.2,5.53,7.0,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.74,0.55,9.21,1.15,5.59,8.6,4.81,7.2,2.45,9.19,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.55,9.91,9.21,7.47,7.3,7.24,5.58,6.51,5.8,5.49,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.95,9.56,4.08,7.3,8.33,4.82,6.65,8.93,8.0,6.21,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.66,5.65,9.65,5.84,4.32,5.16,8.92,8.52,6.63,7.62,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.86,6.39,9.0,4.19,2.03,8.41,6.52,5.45,2.01,9.77,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.12,7.86,6.56,7.5,8.57,7.05,7.04,7.46,5.0,5.97,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.09,9.37,1.79,8.7,7.34,4.22,6.31,8.11,9.97,7.1,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.74,6.11,8.97,5.43,5.52,5.33,8.19,8.76,6.44,7.43,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.48,2.35,8.24,3.83,3.82,7.82,4.5,6.03,2.37,9.31,Hufflepuff
['Extrovert'],['Confrontational'],['Opportunist'],5.43,8.85,9.32,5.34,7.18,7.76,6.69,8.11,4.44,5.98,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.6,9.31,3.4,7.72,9.7,4.6,6.21,9.92,8.76,7.11,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.06,4.01,5.19,4.45,4.23,4.42,9.74,8.0,6.19,8.0,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.06,4.07,9.97,2.33,0.44,6.31,6.8,6.93,3.91,9.46,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.28,7.49,8.03,8.89,8.86,9.21,7.04,8.51,5.1,4.35,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.14,9.49,5.46,7.73,9.03,5.21,6.15,9.71,9.48,7.45,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.65,7.67,8.27,5.31,5.43,7.71,9.24,7.62,5.5,7.53,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],4.68,1.7,9.48,3.87,3.49,7.57,5.31,7.46,2.23,9.39,Hufflepuff
['Extrovert'],['Avoidant'],['Idealist'],6.36,9.94,6.79,6.01,9.45,7.42,6.34,6.33,4.14,4.25,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.1,9.55,7.64,8.84,9.39,5.75,6.04,8.24,9.53,7.87,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.79,3.53,9.53,5.73,3.08,6.31,9.78,7.9,6.39,7.79,Ravenclaw
['Ambivert'],['Avoidant'],['Idealist'],3.35,1.06,8.18,5.79,5.24,6.77,4.44,6.8,3.86,9.94,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],7.19,7.46,6.39,5.78,9.13,8.42,6.48,7.26,5.03,5.03,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.03,9.47,5.35,9.3,7.19,4.24,6.74,9.08,9.07,6.99,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.17,7.0,7.92,5.56,4.54,5.17,8.83,7.68,5.34,7.34,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.95,2.55,9.38,3.65,3.91,7.96,6.76,8.78,2.33,9.38,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.52,8.52,6.47,9.82,8.69,8.89,7.8,8.32,4.53,5.29,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],5.22,9.35,6.24,9.34,8.72,5.13,6.65,8.83,8.56,6.8,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.47,6.09,8.28,4.39,4.71,6.68,9.47,8.65,5.05,7.39,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],5.75,4.56,9.57,2.14,1.15,7.66,5.06,8.14,2.76,9.79,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.2,9.28,7.68,5.51,10.0,9.47,5.63,8.22,4.74,5.42,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.61,9.3,0.7,8.37,9.2,3.37,6.86,9.55,8.94,7.72,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.83,5.44,6.22,4.99,5.09,6.72,8.45,8.42,6.5,7.94,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],2.25,0.42,8.57,4.84,1.25,7.94,5.32,6.99,2.46,9.39,Hufflepuff
['Ambivert'],['Confrontational'],['Idealist'],8.49,7.4,7.5,5.14,9.57,8.84,5.47,6.12,4.11,4.61,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.17,9.6,8.09,8.87,8.61,4.82,6.1,8.69,9.9,6.44,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.74,3.95,9.81,4.09,4.54,5.05,9.68,8.99,5.23,7.76,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],1.68,1.91,8.78,2.91,1.54,6.02,4.27,6.69,3.98,9.28,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.51,8.56,6.4,9.85,9.13,7.86,6.79,6.49,4.29,4.43,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],6.64,9.87,4.62,9.73,8.61,3.64,8.07,9.82,8.11,6.19,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.81,6.3,5.4,6.0,3.45,6.16,8.13,7.49,6.53,7.13,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.56,6.26,9.26,0.05,1.73,7.6,6.58,6.97,2.54,9.61,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],6.27,7.04,6.62,8.52,8.64,7.21,6.87,7.67,4.78,4.49,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.22,9.91,9.5,8.08,7.87,5.06,7.23,9.06,8.9,6.82,Slytherin
['Ambivert'],['Avoidant'],['Idealist'],9.6,3.81,7.27,3.1,5.88,7.93,8.46,8.96,5.22,7.07,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],0.09,1.69,9.24,4.18,1.8,8.82,4.62,8.17,2.9,9.3,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.85,9.05,7.73,9.69,8.16,9.33,5.37,6.27,4.44,5.77,Gryffindor
['Introvert'],['Mediator'],['Opportunist'],9.72,9.19,2.83,8.74,9.86,5.67,7.12,9.84,8.93,7.86,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.32,5.16,9.52,4.87,5.76,4.36,8.36,7.34,6.23,7.16,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],0.66,3.46,9.74,0.87,5.83,8.86,6.87,5.23,2.08,9.59,Hufflepuff
['Introvert'],['Confrontational'],['Idealist'],6.98,7.61,7.89,9.64,7.81,8.39,6.47,6.69,4.98,4.82,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],8.06,9.96,0.51,7.34,9.88,3.57,8.45,9.08,10.0,6.77,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.15,5.61,7.63,5.58,4.65,6.74,8.9,8.93,5.86,7.25,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],3.43,6.57,9.37,1.78,3.78,6.65,6.15,8.74,3.78,9.22,Hufflepuff
['Introvert'],['Confrontational'],['Idealist'],9.47,8.17,8.04,6.73,9.55,9.34,7.63,7.93,5.99,5.96,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],9.43,9.62,6.96,7.32,8.25,3.52,8.85,8.25,8.04,7.35,Slytherin
['Introvert'],['Avoidant'],['Idealist'],9.46,5.4,8.35,3.7,5.55,4.52,9.95,8.26,6.14,7.33,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],3.13,2.94,8.56,1.03,3.6,8.82,5.44,7.69,3.85,9.73,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],9.43,9.72,6.33,7.05,7.49,7.71,5.58,6.2,4.91,5.62,Gryffindor
['Ambivert'],['Mediator'],['Opportunist'],7.3,9.21,2.78,8.4,7.4,3.7,7.55,9.82,8.13,6.52,Slytherin
['Introvert'],['Avoidant'],['Realist'],9.37,4.51,9.1,5.22,3.73,4.8,8.35,7.25,5.05,7.72,Ravenclaw
['Ambivert'],['Mediator'],['Idealist'],2.12,1.29,9.59,2.35,4.94,8.11,6.53,5.99,3.11,9.49,Hufflepuff
['Extrovert'],['Confrontational'],['Idealist'],5.75,7.88,8.6,9.65,9.56,7.76,5.0,7.04,4.51,4.04,Gryffindor
['Extrovert'],['Mediator'],['Opportunist'],9.65,9.53,8.51,8.31,8.11,5.6,6.24,9.87,9.31,6.76,Slytherin
['Introvert'],['Avoidant'],['Realist'],8.86,7.36,5.1,5.76,3.81,6.81,9.13,8.13,6.52,7.54,Ravenclaw
['Ambivert'],['Mediator'],['Realist'],4.37,5.87,9.45,0.54,4.91,7.11,5.36,7.81,2.93,9.57,Hufflepuff
